,base,clouds,cod,coord,dt,id,main,name,rain,snow,sys,visibility,weather,wind
123,stations,{'all': 40},200,"{'lon': 57.66, 'lat': -20.01}",1547586000,934479,"{'temp': 300.15, 'pressure': 1016, 'humidity': 74, 'temp_min': 300.15, 'temp_max': 300.15}",Grand Gaube,,,"{'type': 1, 'id': 2061, 'message': 0.0031, 'country': 'MU', 'sunrise': 1547516567, 'sunset': 1547564093}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.1, 'deg': 70}"
124,stations,{'all': 0},200,"{'lon': 38.73, 'lat': 8.96}",1547587293,344979,"{'temp': 278.219, 'pressure': 778.57, 'humidity': 64, 'temp_min': 278.219, 'temp_max': 278.219, 'sea_level': 1027.69, 'grnd_level': 778.57}",Lebu,,,"{'message': 0.0075, 'country': 'ET', 'sunrise': 1547523891, 'sunset': 1547565872}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.53, 'deg': 78.0005}"
125,stations,{'all': 24},200,"{'lon': 150.8, 'lat': -2.57}",1547587293,2094342,"{'temp': 301.944, 'pressure': 1017.62, 'humidity': 100, 'temp_min': 301.944, 'temp_max': 301.944, 'sea_level': 1018.69, 'grnd_level': 1017.62}",Kavieng,,,"{'message': 0.0035, 'country': 'PG', 'sunrise': 1547495919, 'sunset': 1547540033}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.48, 'deg': 248}"
126,stations,{'all': 0},200,"{'lon': 46.72, 'lat': 24.63}",1547586000,108410,"{'temp': 291.15, 'pressure': 1017, 'humidity': 45, 'temp_min': 291.15, 'temp_max': 291.15}",Riyadh,,,"{'type': 1, 'id': 7424, 'message': 0.003, 'country': 'SA', 'sunrise': 1547523553, 'sunset': 1547562381}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.1, 'deg': 150}"
127,stations,{'all': 90},200,"{'lon': -73.48, 'lat': 45.36}",1547586060,6138908,"{'temp': 268.69, 'pressure': 1018, 'humidity': 85, 'temp_min': 268.15, 'temp_max': 269.15}",Saint-Philippe,,,"{'type': 1, 'id': 820, 'message': 0.0057, 'country': 'CA', 'sunrise': 1547555359, 'sunset': 1547588296}",4828.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]","{'speed': 2.1, 'deg': 200}"
128,stations,{'all': 75},200,"{'lon': -58.16, 'lat': 6.8}",1547586000,3378644,"{'temp': 301.68, 'pressure': 1012, 'humidity': 78, 'temp_min': 301.15, 'temp_max': 302.15}",Georgetown,,,"{'type': 1, 'id': 8776, 'message': 0.036, 'country': 'GY', 'sunrise': 1547546947, 'sunset': 1547589334}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.1, 'deg': 60}"
129,stations,{'all': 75},200,"{'lon': 17.53, 'lat': 53.45}",1547586000,3086153,"{'temp': 278.15, 'pressure': 997, 'humidity': 93, 'temp_min': 278.15, 'temp_max': 278.15}",Sepolno Krajenskie,,,"{'type': 1, 'id': 1688, 'message': 0.004, 'country': 'PL', 'sunrise': 1547535432, 'sunset': 1547564533}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 9.8, 'deg': 280}"
130,stations,{'all': 0},200,"{'lon': -67.52, 'lat': -46.43}",1547587287,3863379,"{'temp': 297.269, 'pressure': 991.35, 'humidity': 27, 'temp_min': 297.269, 'temp_max': 297.269, 'sea_level': 1012.17, 'grnd_level': 991.35}",Mar del Plata,,,"{'message': 0.0034, 'country': 'AR', 'sunrise': 1547542733, 'sunset': 1547598000}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 11.38, 'deg': 278.5}"
131,stations,{'all': 36},200,"{'lon': 167.69, 'lat': -46.13}",1547587295,2180815,"{'temp': 290.219, 'pressure': 999.62, 'humidity': 79, 'temp_min': 290.219, 'temp_max': 290.219, 'sea_level': 1024.67, 'grnd_level': 999.62}",Tuatapere,,,"{'message': 0.0053, 'country': 'NZ', 'sunrise': 1547486295, 'sunset': 1547541510}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.68, 'deg': 269.5}"
132,stations,{'all': 0},200,"{'lon': 103.53, 'lat': 48.81}",1547587290,2032201,"{'temp': 248.119, 'pressure': 882.57, 'humidity': 35, 'temp_min': 248.119, 'temp_max': 248.119, 'sea_level': 1047.97, 'grnd_level': 882.57}",Bulgan,,,"{'message': 0.0028, 'country': 'MN', 'sunrise': 1547513619, 'sunset': 1547545052}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.18, 'deg': 255.5}"
133,stations,{'all': 0},200,"{'lon': 118.96, 'lat': 42.27}",1547587296,2038067,"{'temp': 258.869, 'pressure': 932.83, 'humidity': 30, 'temp_min': 258.869, 'temp_max': 258.869, 'sea_level': 1041.49, 'grnd_level': 932.83}",Chifeng,,,"{'message': 0.012, 'country': 'CN', 'sunrise': 1547508624, 'sunset': 1547542636}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.98, 'deg': 276.5}"
134,stations,{'all': 92},200,"{'lon': 135.86, 'lat': -34.72}",1547587296,2063036,"{'temp': 292.869, 'pressure': 1019.24, 'humidity': 94, 'temp_min': 292.869, 'temp_max': 292.869, 'sea_level': 1022.78, 'grnd_level': 1019.24}",Port Lincoln,,,"{'message': 0.003, 'country': 'AU', 'sunrise': 1547495967, 'sunset': 1547547136}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.28, 'deg': 165.5}"
135,stations,{'all': 92},200,"{'lon': -6.81, 'lat': 61.47}",1547587296,2610806,"{'temp': 277.919, 'pressure': 1003.76, 'humidity': 100, 'temp_min': 277.919, 'temp_max': 277.919, 'sea_level': 1004.06, 'grnd_level': 1003.76}",Vagur,{'3h': 1.88},,"{'message': 0.0031, 'country': 'FO', 'sunrise': 1547544354, 'sunset': 1547567304}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.68, 'deg': 97.5005}"
136,stations,{'all': 75},200,"{'lon': -38.48, 'lat': -12.98}",1547582400,3450554,"{'temp': 303.15, 'pressure': 1014, 'humidity': 66, 'temp_min': 303.15, 'temp_max': 303.15}",Salvador,,,"{'type': 1, 'id': 8454, 'message': 0.0046, 'country': 'BR', 'sunrise': 1547540371, 'sunset': 1547586451}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.7, 'deg': 100}"
137,stations,{'all': 80},200,"{'lon': -49.67, 'lat': 61.99}",1547587296,3421193,"{'temp': 271.994, 'pressure': 1011.62, 'humidity': 100, 'temp_min': 271.994, 'temp_max': 271.994, 'sea_level': 1014.39, 'grnd_level': 1011.62}",Paamiut,,,"{'message': 0.0037, 'country': 'GL', 'sunrise': 1547554907, 'sunset': 1547577329}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 12.98, 'deg': 162}"
138,stations,{'all': 48},200,"{'lon': -53.46, 'lat': 68.31}",1547587297,3422683,"{'temp': 257.419, 'pressure': 1009.76, 'humidity': 100, 'temp_min': 257.419, 'temp_max': 257.419, 'sea_level': 1010.14, 'grnd_level': 1009.76}",Kangaatsiaq,,,"{'message': 0.0362, 'country': 'GL', 'sunrise': 1547561468, 'sunset': 1547572597}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 6.23, 'deg': 72.0005}"
139,stations,{'all': 80},200,"{'lon': -39.92, 'lat': -2.92}",1547587297,3393692,"{'temp': 298.769, 'pressure': 1020.78, 'humidity': 92, 'temp_min': 298.769, 'temp_max': 298.769, 'sea_level': 1026.61, 'grnd_level': 1020.78}",Itarema,{'3h': 1.125},,"{'message': 0.039, 'country': 'BR', 'sunrise': 1547541671, 'sunset': 1547585847}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.13, 'deg': 113}"
140,stations,{'all': 1},200,"{'lon': -68.65, 'lat': 48.94}",1547586000,6945992,"{'temp': 262.48, 'pressure': 1017, 'humidity': 55, 'temp_min': 261.15, 'temp_max': 263.15}",Betsiamites,,,"{'type': 1, 'id': 747, 'message': 0.0117, 'country': 'CA', 'sunrise': 1547554951, 'sunset': 1547586387}",14484.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.6, 'deg': 300}"
141,stations,{'all': 90},200,"{'lon': -73.83, 'lat': -41.87}",1547586000,3899695,"{'temp': 287.15, 'pressure': 1014, 'humidity': 82, 'temp_min': 287.15, 'temp_max': 287.15}",Ancud,,,"{'type': 1, 'id': 8512, 'message': 0.0034, 'country': 'CL', 'sunrise': 1547545164, 'sunset': 1547598606}",,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]","{'speed': 3.1, 'deg': 260}"
142,stations,{'all': 64},200,"{'lon': 102.29, 'lat': -0.42}",1547587298,1642773,"{'temp': 295.069, 'pressure': 1010.89, 'humidity': 98, 'temp_min': 295.069, 'temp_max': 295.069, 'sea_level': 1022.68, 'grnd_level': 1010.89}",Japura,{'3h': 0.405},,"{'message': 0.0043, 'country': 'ID', 'sunrise': 1547507763, 'sunset': 1547551480}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 0.83, 'deg': 229}"
143,stations,{'all': 32},200,"{'lon': 102.47, 'lat': 71.98}",1547587298,2022572,"{'temp': 246.219, 'pressure': 1011.78, 'humidity': 48, 'temp_min': 246.219, 'temp_max': 246.219, 'sea_level': 1016.87, 'grnd_level': 1011.78}",Khatanga,,,"{'message': 0.0038, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.28, 'deg': 127}"
144,stations,{'all': 40},200,"{'lon': -28.7, 'lat': 38.52}",1547584200,3372707,"{'temp': 289.15, 'pressure': 1027, 'humidity': 87, 'temp_min': 289.15, 'temp_max': 289.15}",Ribeira Grande,,,"{'type': 1, 'id': 6883, 'message': 0.0034, 'country': 'PT', 'sunrise': 1547543441, 'sunset': 1547578710}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",{'speed': 1}
145,stations,{'all': 0},200,"{'lon': 8.88, 'lat': 14.97}",1547587299,2439155,"{'temp': 286.019, 'pressure': 975.39, 'humidity': 51, 'temp_min': 286.019, 'temp_max': 286.019, 'sea_level': 1030.97, 'grnd_level': 975.39}",Tanout,,,"{'message': 0.0031, 'country': 'NE', 'sunrise': 1547531632, 'sunset': 1547572465}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.23, 'deg': 56.0005}"
146,stations,{'all': 80},200,"{'lon': 35.35, 'lat': -23.86}",1547587108,1039536,"{'temp': 300.969, 'pressure': 1019.48, 'humidity': 92, 'temp_min': 300.969, 'temp_max': 300.969, 'sea_level': 1023.37, 'grnd_level': 1019.48}",Maxixe,,,"{'message': 0.0303, 'country': 'MZ', 'sunrise': 1547521498, 'sunset': 1547569871}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 7.38, 'deg': 42.5005}"
147,stations,{'all': 0},200,"{'lon': 59.53, 'lat': 22.57}",1547587299,286245,"{'temp': 293.619, 'pressure': 1000.27, 'humidity': 100, 'temp_min': 293.619, 'temp_max': 293.619, 'sea_level': 1031.24, 'grnd_level': 1000.27}",Sur,,,"{'message': 0.0031, 'country': 'OM', 'sunrise': 1547520254, 'sunset': 1547559529}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 0.98, 'deg': 204}"
148,stations,{'all': 80},200,"{'lon': 50.81, 'lat': 9.49}",1547587299,64814,"{'temp': 297.344, 'pressure': 1023.05, 'humidity': 100, 'temp_min': 297.344, 'temp_max': 297.344, 'sea_level': 1028.13, 'grnd_level': 1023.05}",Bandarbeyla,,,"{'message': 0.0031, 'country': 'SO', 'sunrise': 1547521042, 'sunset': 1547562922}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.78, 'deg': 44.5005}"
149,stations,{'all': 0},200,"{'lon': -13.09, 'lat': 9.43}",1547586000,2420985,"{'temp': 300.15, 'pressure': 1012, 'humidity': 83, 'temp_min': 300.15, 'temp_max': 300.15}",Forecariah,,,"{'type': 1, 'id': 2451, 'message': 0.0028, 'country': 'GN', 'sunrise': 1547536374, 'sunset': 1547578269}",4000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 2.33, 'deg': 240.5}"
150,stations,{'all': 20},200,"{'lon': -71.34, 'lat': -29.95}",1547586000,3893629,"{'temp': 293.15, 'pressure': 1014, 'humidity': 64, 'temp_min': 293.15, 'temp_max': 293.15}",Coquimbo,,,"{'type': 1, 'id': 8514, 'message': 0.0091, 'country': 'CL', 'sunrise': 1547546381, 'sunset': 1547596207}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 6.2, 'deg': 300}"
151,stations,{'all': 1},200,"{'lon': -70.1, 'lat': 41.28}",1547585760,4944903,"{'temp': 273.15, 'pressure': 1018, 'humidity': 51, 'temp_min': 272.55, 'temp_max': 273.75}",Nantucket,,,"{'type': 1, 'id': 4454, 'message': 0.0039, 'country': 'US', 'sunrise': 1547553815, 'sunset': 1547588215}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.1, 'deg': 340}"
152,stations,{'all': 0},200,"{'lon': 12.48, 'lat': 41.89}",1547585400,6539761,"{'temp': 278.43, 'pressure': 1023, 'humidity': 74, 'temp_min': 275.15, 'temp_max': 280.15}",Rome,,,"{'type': 1, 'id': 6795, 'message': 0.0044, 'country': 'IT', 'sunrise': 1547534105, 'sunset': 1547568277}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.5, 'deg': 50}"
153,stations,{'all': 0},200,"{'lon': -20.27, 'lat': 63.44}",1547587301,3412093,"{'temp': 271.444, 'pressure': 1002.62, 'humidity': 100, 'temp_min': 271.444, 'temp_max': 271.444, 'sea_level': 1009.19, 'grnd_level': 1002.62}",Vestmannaeyjar,,,"{'message': 0.0068, 'country': 'IS', 'sunrise': 1547548728, 'sunset': 1547569394}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 7.93, 'deg': 32.0005}"
154,stations,{'all': 24},200,"{'lon': -73.58, 'lat': -4.51}",1547587301,3692020,"{'temp': 302.919, 'pressure': 1008.46, 'humidity': 75, 'temp_min': 302.919, 'temp_max': 302.919, 'sea_level': 1021.71, 'grnd_level': 1008.46}",Nauta,{'3h': 0.79},,"{'message': 0.0029, 'country': 'PE', 'sunrise': 1547549605, 'sunset': 1547594074}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 1.88, 'deg': 134.5}"
155,stations,{'all': 20},200,"{'lon': -8.63, 'lat': 40.06}",1547586000,2733851,"{'temp': 281.15, 'pressure': 1020, 'humidity': 100, 'temp_min': 281.15, 'temp_max': 281.15}",Soure,,,"{'type': 1, 'id': 6896, 'message': 0.0037, 'country': 'PT', 'sunrise': 1547538867, 'sunset': 1547573649}",2000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 1.5, 'deg': 170}"
156,stations,{'all': 40},200,"{'lon': -94.73, 'lat': 31.34}",1547585760,4708308,"{'temp': 282.96, 'pressure': 1026, 'humidity': 65, 'temp_min': 282.55, 'temp_max': 283.15}",Lufkin,,,"{'type': 1, 'id': 4700, 'message': 0.0045, 'country': 'US', 'sunrise': 1547558291, 'sunset': 1547595558}",16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 1.63, 'deg': 190}"
157,stations,{'all': 0},200,"{'lon': -77.06, 'lat': 26.54}",1547587301,3571913,"{'temp': 295.519, 'pressure': 1031.64, 'humidity': 100, 'temp_min': 295.519, 'temp_max': 295.519, 'sea_level': 1031.76, 'grnd_level': 1031.64}",Marsh Harbour,,,"{'message': 0.0028, 'country': 'BS', 'sunrise': 1547553475, 'sunset': 1547591889}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.98, 'deg': 305.5}"
158,stations,{'all': 8},200,"{'lon': 155.8, 'lat': 62.53}",1547587302,2122493,"{'temp': 231.519, 'pressure': 940.85, 'humidity': 0, 'temp_min': 231.519, 'temp_max': 231.519, 'sea_level': 1048.3, 'grnd_level': 940.85}",Omsukchan,,,"{'message': 0.0087, 'country': 'RU', 'sunrise': 1547505969, 'sunset': 1547527618}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 1.08, 'deg': 299.5}"
159,stations,{'all': 90},200,"{'lon': -65.72, 'lat': 66.15}",1547583960,6096551,"{'temp': 254.15, 'pressure': 996, 'humidity': 58, 'temp_min': 254.15, 'temp_max': 254.15}",Pangnirtung,,,"{'type': 1, 'id': 968, 'message': 0.005, 'country': 'CA', 'sunrise': 1547561741, 'sunset': 1547578206}",16093.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 2.1, 'deg': 80}"
160,stations,{'all': 75},200,"{'lon': -68.59, 'lat': 70.47}",1547586000,5924351,"{'temp': 241.15, 'pressure': 1007, 'humidity': 74, 'temp_min': 241.15, 'temp_max': 241.15}",Clyde River,,,"{'type': 1, 'id': 776, 'message': 0.0047, 'country': 'CA', 'sunrise': 0, 'sunset': 0}",16093.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]","{'speed': 3.1, 'deg': 250}"
161,stations,{'all': 32},200,"{'lon': 113.61, 'lat': -8.35}",1547587303,1621313,"{'temp': 298.244, 'pressure': 1009.51, 'humidity': 100, 'temp_min': 298.244, 'temp_max': 298.244, 'sea_level': 1019.87, 'grnd_level': 1009.51}",Ambulu,{'3h': 0.68},,"{'message': 0.0029, 'country': 'ID', 'sunrise': 1547504304, 'sunset': 1547549500}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.18, 'deg': 279.5}"
162,stations,{'all': 0},200,"{'lon': 150.86, 'lat': -34.67}",1547586000,2161515,"{'temp': 296.15, 'pressure': 1010, 'humidity': 94, 'temp_min': 296.15, 'temp_max': 296.15}",Kiama,,,"{'type': 1, 'id': 9594, 'message': 0.0112, 'country': 'AU', 'sunrise': 1547492372, 'sunset': 1547543530}",10000.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]","{'speed': 0.73, 'deg': 161}"
163,stations,{'all': 80},200,"{'lon': 166.44, 'lat': 68.06}",1547587303,2126682,"{'temp': 234.444, 'pressure': 980.25, 'humidity': 73, 'temp_min': 234.444, 'temp_max': 234.444, 'sea_level': 1041.98, 'grnd_level': 980.25}",Bilibino,,,"{'message': 0.0034, 'country': 'RU', 'sunrise': 1547508475, 'sunset': 1547520011}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.33, 'deg': 336.5}"
164,stations,{'all': 75},200,"{'lon': -135.01, 'lat': 68.22}",1547586000,5882953,"{'temp': 245.72, 'pressure': 1037, 'humidity': 75, 'temp_min': 245.15, 'temp_max': 246.15}",Aklavik,,,"{'type': 1, 'id': 821, 'message': 0.0066, 'country': 'CA', 'sunrise': 1547580826, 'sunset': 1547592392}",24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.6, 'deg': 130}"
165,stations,{'all': 90},200,"{'lon': 30.79, 'lat': 59.7}",1547586000,546105,"{'temp': 269.15, 'pressure': 985, 'humidity': 85, 'temp_min': 269.15, 'temp_max': 269.15}",Nikolskoye,,,"{'type': 1, 'id': 8926, 'message': 0.0033, 'country': 'RU', 'sunrise': 1547534483, 'sunset': 1547559120}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3, 'deg': 220}"
166,stations,{'all': 20},200,"{'lon': -149.15, 'lat': -17.73}",1547586000,4033557,"{'temp': 304.15, 'pressure': 1011, 'humidity': 66, 'temp_min': 304.15, 'temp_max': 304.15}",Tautira,,,"{'type': 1, 'id': 7318, 'message': 0.0036, 'country': 'PF', 'sunrise': 1547566464, 'sunset': 1547613490}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 6.7, 'deg': 60}"
167,stations,{'all': 0},200,"{'lon': 8.01, 'lat': 45.46}",1547585400,6457397,"{'temp': 274.58, 'pressure': 1019, 'humidity': 55, 'temp_min': 273.15, 'temp_max': 276.15}",Bose,,,"{'type': 1, 'id': 6736, 'message': 0.0044, 'country': 'IT', 'sunrise': 1547535829, 'sunset': 1547568701}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.6, 'deg': 280}"
168,stations,{'all': 8},200,"{'lon': 120.52, 'lat': 17.54}",1547587304,1688687,"{'temp': 290.344, 'pressure': 986.9, 'humidity': 80, 'temp_min': 290.344, 'temp_max': 290.344, 'sea_level': 1028.22, 'grnd_level': 986.9}",San Quintin,,,"{'message': 0.0035, 'country': 'PH', 'sunrise': 1547505092, 'sunset': 1547545406}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 1.68, 'deg': 85.0005}"
169,stations,{'all': 20},200,"{'lon': 22.34, 'lat': 39.45}",1547585400,262462,"{'temp': 275.15, 'pressure': 1016, 'humidity': 37, 'temp_min': 275.15, 'temp_max': 275.15}",Saint George,,,"{'type': 1, 'id': 6607, 'message': 0.0032, 'country': 'GR', 'sunrise': 1547531339, 'sunset': 1547566307}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.6, 'deg': 300}"
170,stations,{'all': 40},200,"{'lon': -76.23, 'lat': 3.25}",1547586000,3674702,"{'temp': 306.15, 'pressure': 1011, 'humidity': 36, 'temp_min': 306.15, 'temp_max': 306.15}",Miranda,,,"{'type': 1, 'id': 8590, 'message': 0.0036, 'country': 'CO', 'sunrise': 1547550956, 'sunset': 1547593998}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 1.5, 'deg': 280}"
171,stations,{'all': 76},200,"{'lon': 53.91, 'lat': 65.01}",1547587305,554830,"{'temp': 265.369, 'pressure': 998.49, 'humidity': 85, 'temp_min': 265.369, 'temp_max': 265.369, 'sea_level': 1012, 'grnd_level': 998.49}",Izhma,,,"{'message': 0.0038, 'country': 'RU', 'sunrise': 1547532087, 'sunset': 1547550422}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.13, 'deg': 181}"
172,stations,{'all': 92},200,"{'lon': 122.42, 'lat': 17.08}",1547587306,1715015,"{'temp': 295.944, 'pressure': 1002.78, 'humidity': 100, 'temp_min': 295.944, 'temp_max': 295.944, 'sea_level': 1029.61, 'grnd_level': 1002.78}",Dicabisagan,,,"{'message': 0.0035, 'country': 'PH', 'sunrise': 1547504590, 'sunset': 1547544996}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.18, 'deg': 53.5005}"
173,stations,{'all': 0},200,"{'lon': 55.52, 'lat': 39.24}",1547587306,161974,"{'temp': 274.844, 'pressure': 992.73, 'humidity': 80, 'temp_min': 274.844, 'temp_max': 274.844, 'sea_level': 1030.38, 'grnd_level': 992.73}",Gazanjyk,,,"{'message': 0.0043, 'country': 'TM', 'sunrise': 1547523345, 'sunset': 1547558371}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.23, 'deg': 163.5}"
174,stations,{'all': 20},200,"{'lon': -88.78, 'lat': 13.64}",1547585400,3583178,"{'temp': 304.65, 'pressure': 1010, 'humidity': 46, 'temp_min': 304.15, 'temp_max': 305.15}",San Vicente,,,"{'type': 1, 'id': 7222, 'message': 0.0042, 'country': 'SV', 'sunrise': 1547554943, 'sunset': 1547596042}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.6, 'deg': 180}"
175,stations,{'all': 0},200,"{'lon': 7.39, 'lat': 18.74}",1547587307,2447513,"{'temp': 285.194, 'pressure': 977.33, 'humidity': 54, 'temp_min': 285.194, 'temp_max': 285.194, 'sea_level': 1031.42, 'grnd_level': 977.33}",Arlit,,,"{'message': 0.0031, 'country': 'NE', 'sunrise': 1547532367, 'sunset': 1547572448}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 0.83, 'deg': 56.0005}"
176,stations,{'all': 92},200,"{'lon': -73.78, 'lat': -15.02}",1547587308,3942259,"{'temp': 280.469, 'pressure': 659.41, 'humidity': 100, 'temp_min': 280.469, 'temp_max': 280.469, 'sea_level': 1023.25, 'grnd_level': 659.41}",Coracora,{'3h': 6.925},,"{'message': 0.0032, 'country': 'PE', 'sunrise': 1547548644, 'sunset': 1547595126}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 1.18, 'deg': 196}"
177,stations,{'all': 40},200,"{'lon': -75.83, 'lat': 20.03}",1547585760,3536729,"{'temp': 300.26, 'pressure': 1016, 'humidity': 61, 'temp_min': 300.15, 'temp_max': 300.35}",Santiago de Cuba,,,"{'type': 1, 'id': 7240, 'message': 0.0036, 'country': 'CU', 'sunrise': 1547552473, 'sunset': 1547592298}",9000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 3.6, 'deg': 170}"
178,stations,{'all': 12},200,"{'lon': 24.73, 'lat': -34}",1547587308,986717,"{'temp': 291.369, 'pressure': 1022.64, 'humidity': 96, 'temp_min': 291.369, 'temp_max': 291.369, 'sea_level': 1032.25, 'grnd_level': 1022.64}",Kruisfontein,,,"{'message': 0.0029, 'country': 'ZA', 'sunrise': 1547522760, 'sunset': 1547573699}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 1.18, 'deg': 167.5}"
179,stations,{'all': 36},200,"{'lon': -96.06, 'lat': 50.25}",1547587308,6014443,"{'temp': 260.694, 'pressure': 1000.35, 'humidity': 75, 'temp_min': 260.694, 'temp_max': 260.694, 'sea_level': 1035.86, 'grnd_level': 1000.35}",Lac du Bonnet,,,"{'message': 0.0033, 'country': 'CA', 'sunrise': 1547561833, 'sunset': 1547592666}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 7.88, 'deg': 342}"
